type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Pittsburgh Pirates ML,100.0,0.1803,0.4917,0.672,True,1.0,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Run Line,Pittsburgh Pirates -1.5,165.0,0.0764,0.3699,0.4463,True,1.65,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Total,UNDER 8.5,-111.0,0.2,0.5139,0.7655,True,0.9009,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Moneyline,Pittsburgh Pirates ML,100.0,0.2153,0.4917,0.707,False,-1.0,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Run Line,Pittsburgh Pirates -1.5,165.0,0.1094,0.3699,0.4793,False,-1.0,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Total,UNDER 8.5,-111.0,0.1612,0.5139,0.6752,True,0.9009,2026-07-18,Cleveland Guardians vs Pittsburgh Pirates
Moneyline,Minnesota Twins ML,139.0,0.25,0.4115,0.742,False,-1.0,2026-07-18,Chicago Cubs vs Minnesota Twins
Run Line,New York Mets +1.5,-127.0,0.1688,0.554,0.7227,False,-1.0,2026-07-18,Philadelphia Phillies vs New York Mets
Moneyline,Chicago White Sox ML,100.0,0.25,0.4873,0.772,False,-1.0,2026-07-18,Toronto Blue Jays vs Chicago White Sox
Total,UNDER 9.5,-125.0,0.2,0.5373,0.776,True,0.8,2026-07-18,Toronto Blue Jays vs Chicago White Sox
Moneyline,Cincinnati Reds ML,-110.0,0.2251,0.5129,0.738,False,-1.0,2026-07-18,Colorado Rockies vs Cincinnati Reds
Run Line,Cincinnati Reds -1.5,129.0,0.0914,0.4288,0.5202,False,-1.0,2026-07-18,Colorado Rockies vs Cincinnati Reds
Total,UNDER 12.5,-109.0,0.2,0.5105,0.9587,False,-1.0,2026-07-18,Colorado Rockies vs Cincinnati Reds
Moneyline,Baltimore Orioles ML,-105.0,0.25,0.5036,0.781,True,0.9524,2026-07-18,Houston Astros vs Baltimore Orioles
Total,UNDER 8.5,109.0,0.2,0.4673,0.6695,True,1.09,2026-07-18,Houston Astros vs Baltimore Orioles
Run Line,Kansas City Royals +1.5,-157.0,0.099,0.5975,0.6965,True,0.6369,2026-07-18,Kansas City Royals vs San Diego Padres
Total,UNDER 10.5,104.0,0.2,0.4879,0.6964,True,1.04,2026-07-18,Kansas City Royals vs San Diego Padres
Moneyline,Arizona Diamondbacks ML,-112.0,0.2353,0.5187,0.754,True,0.8929,2026-07-18,Arizona Diamondbacks vs St. Louis Cardinals
Total,UNDER 8.5,105.0,0.2,0.477,0.6932,True,1.05,2026-07-18,Arizona Diamondbacks vs St. Louis Cardinals
Moneyline,Boston Red Sox ML,-111.0,0.25,0.5176,0.778,True,0.9009,2026-07-18,Boston Red Sox vs Tampa Bay Rays
Total,UNDER 9.5,-105.0,0.2,0.4933,0.7779,False,-1.0,2026-07-18,Boston Red Sox vs Tampa Bay Rays
Moneyline,Miami Marlins ML,120.0,0.1684,0.4466,0.615,False,-1.0,2026-07-18,Milwaukee Brewers vs Miami Marlins
Total,UNDER 8.5,-113.0,0.2,0.521,0.8044,False,-1.0,2026-07-18,Milwaukee Brewers vs Miami Marlins
Total,UNDER 7.5,-127.0,0.2,0.5449,0.7708,True,0.7874,2026-07-18,Seattle Mariners vs San Francisco Giants
Moneyline,Washington Nationals ML,-106.0,0.1255,0.5035,0.629,False,-1.0,2026-07-18,Athletics vs Washington Nationals
Total,UNDER 11.5,-110.0,0.2,0.5129,0.8529,False,-1.0,2026-07-18,Athletics vs Washington Nationals
Moneyline,Detroit Tigers ML,-198.0,0.116,0.652,0.768,True,0.5051,2026-07-18,Los Angeles Angels vs Detroit Tigers
Total,UNDER 8.5,-113.0,0.1478,0.5161,0.6638,True,0.885,2026-07-18,Los Angeles Angels vs Detroit Tigers
